sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
1826394,180,8.0,89,1100,1650,2200,182,598,1244,1969,217,No,0,0.21,0.4,0,No,No,No,Yes,No
2181453,-2,,0,12,12,12,0,0,1,1,0,No,0,-99.0,-99.0,2,No,No,No,Yes,No
1310553,200,8.0,0,0,0,0,1,8,8,9,0,No,0,0.94,0.86,0,No,No,No,Yes,No
2311274,296,8.0,42,379,709,1105,160,486,992,1531,169,No,0,1.0,0.93,0,No,No,No,Yes,No
3118980,1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.66,0.64,0,No,No,No,Yes,No
1975030,495,2.0,0,0,0,0,0,0,0,5,0,No,0,0.59,0.78,0,No,No,No,Yes,No
1966226,0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No
3141107,4,4.0,0,0,0,0,0,0,0,0,1,No,0,0.89,0.9,0,Yes,No,No,Yes,No
2829986,4,9.0,0,0,0,0,0,0,0,3,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No
3075707,2,2.0,0,0,1,1,0,0,1,3,0,No,0,0.99,0.98,0,No,No,No,Yes,No
1898123,1,4.0,0,1,2,3,0,1,2,2,0,No,0,0.96,0.85,0,No,No,No,Yes,No
2848367,2,8.0,0,0,1,1,0,0,2,2,0,No,0,0.79,0.66,0,No,No,No,Yes,No
2038028,0,2.0,0,2,2,2,0,0,0,0,1,No,0,0.1,0.13,0,No,No,Yes,Yes,No
1225140,3,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.94,0,Yes,No,No,Yes,No
3210902,76,8.0,0,5,15,30,1,10,19,34,12,No,0,0.7,0.71,0,No,No,No,Yes,No
2279231,12,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No
1806997,20,12.0,1,0,0,0,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No
1615999,3,4.0,0,0,0,0,0,0,0,0,0,No,0,0.43,0.45,0,Yes,No,No,Yes,No
1675571,171,8.0,0,74,158,179,31,106,287,497,55,No,0,0.96,0.85,0,No,No,No,Yes,No
1299549,1,8.0,0,0,0,0,0,0,0,0,1,No,0,0.84,0.78,0,Yes,No,No,Yes,No
2151266,99,8.0,2,14,14,35,11,35,82,124,19,No,0,0.96,0.91,0,No,No,No,Yes,No
3222276,1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No
2943228,8,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,No,Yes,No
1428817,3,2.0,0,20,30,40,5,8,17,31,0,No,0,0.98,0.95,0,No,No,Yes,Yes,No
1477016,0,2.0,0,2,2,2,0,0,0,0,0,No,0,0.78,0.78,0,Yes,No,Yes,Yes,No
1636051,1284,8.0,361,2650,5250,7750,773,2733,5625,8579,762,No,0,0.99,0.99,0,No,No,No,Yes,No
1975983,9,2.0,0,0,8,16,2,7,17,24,1,No,0,1.0,0.99,0,No,No,No,Yes,No
1619740,8,2.0,10,50,80,130,16,48,48,48,0,No,0,0.99,0.95,0,No,No,No,Yes,No
1201205,10,8.0,5,81,121,151,3,39,78,130,34,No,0,0.59,0.59,0,No,No,No,Yes,No
1402987,10,2.0,0,10,20,20,1,7,15,47,0,No,0,0.98,0.99,0,No,No,No,Yes,No
1605914,5,8.0,0,0,0,0,0,0,0,0,0,No,0,0.79,0.78,0,No,No,No,Yes,No
1302244,3134,8.0,707,3840,5760,9600,991,3031,6040,9393,2062,No,0,0.98,0.98,0,No,No,No,Yes,No
2077560,26,8.0,0,0,0,0,0,0,0,0,1,No,0,0.53,0.54,0,No,No,Yes,Yes,No
1659374,14,8.0,0,0,0,0,0,0,0,0,2,No,0,0.96,0.97,0,No,No,No,Yes,No
1184632,1915,8.0,284,3000,6000,7500,961,2675,5321,8056,539,No,0,0.98,0.98,4,No,No,No,Yes,No
1306012,11,2.0,0,0,0,0,0,0,0,1,0,No,0,1.0,0.92,0,No,No,No,Yes,No
2306340,6,2.0,0,0,0,0,0,0,0,0,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No
1665652,30,12.0,0,10,10,10,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No
2803723,7,9.0,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No
2247547,176,8.0,83,217,469,685,90,265,500,760,124,No,0,0.97,0.97,0,No,No,No,Yes,No
1559618,0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.97,0.94,0,No,No,No,Yes,No
1769341,106,8.0,0,0,0,0,5,18,42,67,4,No,0,0.84,0.86,0,No,No,No,Yes,No
2931142,539,8.0,5,0,0,0,7,34,92,151,22,No,0,0.98,0.97,0,No,No,No,Yes,No
3052723,30,4.0,0,0,0,0,20,50,80,100,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1304555,25,2.0,0,10,30,30,8,21,41,62,2,No,0,0.93,0.95,0,No,No,No,Yes,No
3029269,201,8.0,130,340,709,1116,130,428,1003,1396,80,No,0,0.95,0.96,0,No,No,No,Yes,No
1586205,113,2.0,0,0,0,0,1,2,2,2,2,No,0,0.62,0.68,0,Yes,No,No,Yes,No
1565922,0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No
2153281,4,2.0,0,0,0,0,0,0,0,1,0,No,0,0.37,0.36,0,No,No,No,Yes,No
1924536,2,9.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.66,0,No,No,No,Yes,No
1850366,0,3.0,0,6,6,6,0,0,0,0,0,No,0,0.92,0.96,0,No,No,No,Yes,No
2300441,6,9.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No
1890156,123,8.0,0,160,260,400,72,195,323,579,40,No,0,0.96,0.96,0,No,No,No,Yes,No
1321877,98,15.0,0,0,0,0,31,77,122,228,16,No,0,0.88,0.94,0,Yes,No,No,Yes,No
3248991,3145,8.0,0,0,0,1000,0,0,0,0,0,No,0,0.95,0.95,0,No,No,No,Yes,No
2925061,13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
1790644,0,2.0,0,20,22,22,0,0,0,0,0,No,0,0.78,0.74,0,Yes,No,No,Yes,No
1120959,102,2.0,0,0,48,96,16,41,96,147,9,No,0,0.99,0.98,0,Yes,No,No,Yes,No
1703959,10,2.0,6,21,49,69,4,15,29,58,7,No,0,0.91,0.85,0,No,No,No,Yes,No
1418016,70,2.0,3,40,88,167,11,57,153,233,22,No,0,0.8,0.87,0,No,No,No,Yes,No
2987886,28,8.0,0,0,10,30,2,5,7,11,0,No,0,0.41,0.46,0,No,No,No,Yes,No
1176826,7,8.0,0,0,5,10,0,1,8,13,0,No,0,0.82,0.87,0,No,No,No,Yes,No
1584352,14,9.0,0,12,30,42,4,14,40,64,0,No,0,0.87,0.72,0,No,No,No,Yes,No
1193091,29,8.0,0,0,0,0,0,0,0,1,0,No,0,0.75,0.74,0,No,No,No,Yes,No
1430726,8135,14.0,35,0,0,0,137,437,762,1188,177,No,0,0.91,0.93,0,No,No,No,Yes,No
1633236,4,0.0,2,280,340,340,12,25,53,73,3,No,0,0.0,0.0,0,No,No,No,Yes,No
2018429,107,9.0,17,56,140,203,32,101,195,284,46,No,0,0.99,0.98,0,No,No,No,Yes,No
2923467,1,2.0,0,1,2,3,1,1,1,2,1,No,0,0.9,0.93,0,No,No,No,Yes,No
2847564,3,4.0,0,0,2,2,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1145159,187,8.0,0,0,0,0,2,9,27,52,9,No,0,0.99,0.98,0,No,No,No,Yes,No
2881082,42,2.0,46,125,250,375,41,100,163,205,0,No,0,0.99,0.99,0,No,No,No,Yes,No
1288791,0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,No,No,No,Yes,No
1617668,7,4.0,0,5,10,10,2,4,7,11,0,No,0,0.86,0.89,0,No,No,No,Yes,No
2983425,0,9.0,0,47,50,59,12,28,40,63,3,No,3,0.35,0.41,0,No,No,No,Yes,No
3070433,7,8.0,0,0,4,8,0,3,8,11,4,No,0,1.0,0.98,0,No,No,No,Yes,No
2211925,2186,,0,0,0,0,22,87,181,393,30,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No
3075839,88,2.0,22,125,221,317,30,79,140,192,45,No,0,0.21,0.36,0,No,No,No,Yes,No
1348595,16,2.0,0,0,8,16,2,8,13,25,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No
2079315,1603,2.0,24,0,0,0,46,142,232,329,45,No,0,0.94,0.97,0,No,No,No,Yes,No
2940793,4,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No
1657816,0,2.0,0,11,20,21,0,0,0,0,0,No,0,0.8,0.82,0,No,No,Yes,Yes,No
1450523,47,8.0,0,0,0,0,0,0,2,2,2,No,0,0.98,0.99,0,No,No,No,Yes,No
3009415,6,2.0,0,8,16,24,2,8,13,16,1,No,0,1.0,0.9,0,No,No,No,Yes,No
2054722,15,12.0,1,0,0,0,2,3,8,12,0,No,0,1.0,1.0,0,No,No,No,Yes,No
3000081,46,8.0,0,143,143,143,4,15,33,58,5,No,0,0.5,0.52,0,Yes,No,No,No,No
1173592,3,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No
2042682,7,2.0,0,0,0,0,2,4,9,12,0,No,0,0.37,0.29,0,No,No,No,Yes,No
3207928,4,4.0,0,0,1,3,0,1,4,6,0,No,0,0.54,0.48,0,No,No,No,Yes,No
1365797,2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.63,0.72,0,No,No,No,Yes,No
1780359,6,8.0,0,0,0,0,0,0,2,2,0,No,0,0.84,0.92,0,Yes,No,No,Yes,No
2867402,30,12.0,0,0,0,0,0,0,0,1,1,No,0,0.92,0.9,0,Yes,No,Yes,Yes,No
1405214,10,2.0,0,8,24,32,11,41,60,73,0,No,0,0.0,0.0,0,No,No,No,Yes,No
1532219,1,8.0,0,8,8,12,4,6,11,21,0,No,0,0.4,0.32,0,No,No,No,Yes,No
1655655,1,8.0,1,1,2,3,0,1,2,2,0,No,0,0.8,0.82,0,No,No,No,Yes,No
2100752,5,2.0,0,41,52,63,2,5,7,13,0,No,0,-99.0,0.0,0,No,No,No,Yes,No
1513134,14,12.0,0,13,21,32,5,15,25,39,0,No,0,0.74,0.74,0,No,No,No,Yes,No
3038960,16,4.0,0,0,0,0,1,6,9,13,0,No,0,0.79,0.66,0,No,No,No,Yes,No
3191380,13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
1977736,0,8.0,0,25,50,50,4,15,26,39,0,No,0,0.99,0.99,0,No,No,No,Yes,No
3043745,0,8.0,0,2,3,4,3,3,5,5,0,No,0,0.79,0.87,0,No,No,No,Yes,No
3026438,7,2.0,0,0,0,0,0,1,3,3,0,No,0,0.78,0.75,0,Yes,No,No,Yes,No
2257660,70,4.0,0,0,0,0,0,1,2,3,0,No,0,0.73,0.78,0,No,No,No,Yes,No
2125124,6,4.0,0,69,93,117,19,32,47,49,5,No,0,0.22,0.14,0,Yes,No,No,Yes,No
1342889,194,8.0,37,510,510,510,44,171,357,574,101,No,0,0.98,0.97,0,No,No,No,Yes,No
1509709,79,2.0,0,0,0,0,0,3,6,6,0,No,0,1.0,0.99,0,Yes,No,Yes,Yes,No
1114109,0,8.0,0,49,49,49,0,0,0,0,0,No,0,0.77,0.78,0,Yes,No,No,Yes,No
1788552,5,8.0,0,8,20,30,1,10,32,43,4,No,0,0.85,0.68,0,No,No,Yes,Yes,No
3034476,30,2.0,30,55,135,225,27,51,58,59,7,No,0,0.91,0.95,0,No,No,No,Yes,No
3279623,2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No
3057238,46,52.0,0,0,0,0,0,0,2,2,0,No,0,0.94,0.95,0,Yes,No,No,No,No
2176088,279,8.0,0,0,0,0,1,2,3,4,0,No,0,1.0,0.99,0,Yes,No,Yes,Yes,No
1222260,9,8.0,0,0,0,4,4,7,17,30,0,No,0,0.82,0.78,0,No,No,No,Yes,No
1496672,0,8.0,0,0,0,0,2,2,3,3,2,No,0,0.48,0.57,0,Yes,No,Yes,Yes,No
1648498,1,8.0,0,0,0,1,0,0,1,1,1,No,0,0.98,0.97,0,No,No,No,Yes,No
1446991,0,2.0,0,8,28,28,0,0,0,0,0,No,0,0.83,0.7,0,Yes,No,No,Yes,No
1531442,17,2.0,0,46,71,96,20,51,78,102,0,No,0,0.99,0.98,0,No,No,No,Yes,No
2175067,29,8.0,0,6,12,54,0,0,0,0,0,No,0,1.0,0.83,0,No,No,No,Yes,No
1133126,13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.63,0.63,0,Yes,No,No,Yes,No
2248904,0,8.0,0,13,21,28,6,21,31,41,17,No,0,0.37,0.36,0,No,No,No,Yes,No
2224490,48,2.0,6,69,125,181,21,58,111,162,23,No,0,0.71,0.78,0,No,No,No,Yes,No
3040491,1339,16.0,35,0,0,1713,683,2398,2977,3200,694,No,0,1.0,1.0,0,No,No,No,Yes,No
2239957,8,8.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.98,0,No,No,No,Yes,No
1199436,3,8.0,0,0,0,0,0,0,0,0,1,No,0,0.81,0.83,0,No,No,No,Yes,No
2001843,7,8.0,0,0,4,10,1,4,10,17,2,No,0,0.98,0.99,0,No,No,No,Yes,No
3201526,2,12.0,0,0,0,0,0,0,1,1,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No
1440818,3,2.0,0,11,17,25,8,16,23,29,0,No,0,0.82,0.75,0,No,No,Yes,Yes,No
2819004,95,8.0,0,39,39,39,0,0,0,0,0,No,0,0.59,0.71,0,No,No,No,Yes,No
2116247,12,12.0,3,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
2124197,11,2.0,0,0,0,0,0,0,0,6,0,No,0,1.0,1.0,0,Yes,No,No,Yes,No
1566984,75,2.0,20,60,120,199,17,65,146,210,27,No,0,1.0,0.96,0,No,No,No,Yes,No
2215553,18,52.0,0,0,0,0,1,1,2,2,0,No,0,0.82,0.83,0,No,No,No,Yes,No
1977373,4,8.0,26,26,52,52,4,16,33,52,0,No,0,0.61,0.49,0,No,No,No,Yes,No
2905947,0,2.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No
1584281,1,3.0,0,0,0,0,0,0,0,0,1,No,0,0.94,0.97,0,No,No,No,Yes,No
1744516,-4,2.0,0,15,15,15,19,32,33,33,0,No,0,0.24,0.28,0,Yes,No,No,Yes,No
2966634,1143,12.0,0,0,0,0,0,3,25,139,43,No,0,-99.0,-99.0,0,No,No,Yes,No,No
2939938,442,8.0,0,263,653,978,103,354,767,1154,118,No,0,0.73,0.76,0,No,No,No,Yes,No
1575228,15,2.0,0,5,5,5,0,0,0,0,0,No,0,0.87,0.8,0,Yes,No,No,Yes,No
1790380,0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.88,0.92,0,No,No,No,Yes,No
1236064,0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No
1839573,11,8.0,0,0,0,0,0,1,11,21,0,No,0,0.96,0.97,0,No,No,No,Yes,No
1253147,21,8.0,5,20,65,110,6,18,41,59,0,No,0,0.78,0.82,0,No,No,No,Yes,No
1370905,38,8.0,0,0,0,0,0,0,0,0,1,No,0,0.99,0.97,0,No,No,No,Yes,No
1762331,131,8.0,50,0,0,0,3,28,117,194,0,No,0,0.88,0.9,0,No,No,No,Yes,No
2892855,20,8.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.97,0,No,No,No,Yes,No
1541372,22,12.0,0,0,0,0,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No
1507630,2,4.0,1,1,2,3,0,2,3,4,0,No,0,0.73,0.78,0,No,No,No,Yes,No
2223938,14,4.0,0,0,0,0,2,2,6,8,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1144749,1,10.0,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,Yes,Yes,No
2239376,3,9.0,0,0,0,0,0,0,0,1,1,No,0,0.7,0.66,0,No,No,No,Yes,No
3168986,5,12.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No
1651472,73,2.0,0,0,0,0,3,8,18,24,0,No,0,0.78,0.83,0,No,No,No,Yes,No
1872042,7,8.0,0,0,4,8,2,5,11,19,0,No,0,0.95,0.95,0,No,No,Yes,Yes,No
1255016,0,2.0,0,4,7,8,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No
1769908,10,12.0,0,6,6,11,0,2,11,16,0,No,0,0.74,0.74,0,No,No,No,Yes,No
2140870,0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No
2943850,78,,0,0,0,0,0,1,4,6,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No
1596689,14,8.0,0,20,20,36,6,10,14,28,9,No,0,0.99,0.99,0,No,No,Yes,Yes,No
3074290,81,8.0,0,0,0,0,3,14,28,34,2,No,0,0.74,0.81,0,Yes,No,No,Yes,No
1925102,1,8.0,0,30,45,45,2,12,29,44,0,No,0,0.29,0.29,0,No,No,Yes,Yes,No
3216259,41,4.0,10,298,533,768,53,274,416,500,32,No,36,0.57,0.59,0,No,No,No,Yes,No
2915342,7,8.0,0,0,6,9,1,4,14,20,0,No,0,0.87,0.91,0,No,No,No,Yes,No
2056003,15,15.0,0,0,0,0,0,2,5,7,5,No,0,1.0,1.0,0,No,No,No,Yes,No
1703263,567,8.0,0,0,0,0,17,70,145,235,35,No,0,1.0,0.99,0,No,No,No,Yes,No
3270085,2,2.0,0,0,0,0,0,0,0,0,0,No,0,0.84,0.82,0,No,No,No,Yes,No
3198195,345,52.0,0,0,0,0,0,0,0,0,0,No,0,0.67,0.42,0,Yes,No,Yes,No,No
1726327,0,8.0,0,0,28,28,0,0,0,0,0,No,0,0.79,0.78,0,No,No,No,Yes,No
3056818,161,8.0,0,0,0,0,3,24,56,92,16,No,0,0.95,0.95,0,No,No,No,Yes,No
1510498,3,10.0,0,0,1,3,0,1,1,4,0,No,0,0.89,0.9,0,No,No,No,Yes,No
3270920,12,8.0,0,0,0,0,1,1,1,4,0,No,0,0.79,0.87,0,No,No,No,Yes,No
3017181,8,8.0,0,10,10,20,1,3,11,14,1,No,0,0.82,0.9,0,No,No,No,Yes,No
3041711,94,8.0,0,0,34,68,15,36,67,127,34,No,0,0.99,0.97,0,No,No,Yes,Yes,No
1857289,2,8.0,0,0,0,0,0,0,1,1,0,No,0,0.8,0.82,0,No,No,No,Yes,No
1658727,311,0.0,250,250,500,750,0,0,0,0,0,No,0,0.0,0.0,0,No,No,No,No,No
1872922,18,8.0,0,0,0,0,2,5,10,20,5,No,0,0.96,0.96,0,Yes,No,No,Yes,No
3182498,108,8.0,0,0,0,0,1,1,2,3,0,No,0,0.73,0.82,0,No,No,No,Yes,No
1775620,343,8.0,33,473,743,923,118,352,666,1156,116,No,0,0.51,0.45,0,No,No,Yes,Yes,No
3096001,4,8.0,0,0,1,3,0,0,4,6,3,No,0,0.89,0.91,0,No,No,Yes,Yes,No
1677277,19,30.0,0,13,48,64,3,18,32,45,0,No,0,0.83,0.9,0,No,No,No,Yes,No
1850072,8,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No
2879954,9,8.0,0,22,33,44,8,18,31,48,0,No,0,0.51,0.57,0,No,No,No,Yes,No
1477652,15,9.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.66,0,No,No,Yes,Yes,No
2249094,0,8.0,0,2,4,5,1,2,4,6,0,No,0,0.98,0.95,0,No,No,No,Yes,No
3150491,0,2.0,0,10,13,16,0,3,6,6,0,No,4,0.24,0.22,0,Yes,No,No,Yes,No
1170892,50,8.0,1,250,425,625,93,243,422,626,68,No,25,0.47,0.47,0,No,No,No,Yes,No
2048601,5,12.0,3,12,15,24,4,14,27,33,1,No,0,0.78,0.78,0,No,No,No,Yes,No
1519309,1,8.0,0,0,0,0,0,0,0,0,1,No,0,0.96,0.97,0,Yes,No,No,Yes,No
2807545,12,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.99,0,No,No,No,Yes,No
1932793,8,4.0,0,38,56,74,6,20,39,55,15,No,0,0.73,0.78,0,No,No,No,Yes,No
1406708,11,8.0,0,0,0,0,0,3,5,6,0,No,0,0.51,0.53,0,Yes,No,No,Yes,No
2075703,28,2.0,16,607,1019,1483,71,226,260,283,65,No,0,0.38,0.54,0,Yes,No,No,Yes,No
2832675,11,12.0,0,0,0,0,0,1,2,2,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
1936856,6,2.0,0,0,0,0,0,0,0,0,1,No,0,1.0,1.0,0,Yes,No,No,Yes,No
1625141,9,8.0,9,79,124,151,20,56,116,192,24,No,0,0.3,0.26,0,No,No,No,Yes,No
2073245,3,12.0,10,0,10,25,0,4,8,8,2,No,0,0.99,0.99,0,No,No,No,Yes,No
1120202,10,2.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No
3123942,7,8.0,0,4,8,12,1,4,7,10,0,No,0,0.2,0.09,0,No,No,No,Yes,No
1980955,156,12.0,0,0,0,0,0,0,0,0,0,No,0,0.93,0.93,0,No,No,No,Yes,No
3009529,3,8.0,0,0,0,0,0,0,1,2,0,No,0,0.37,0.34,0,No,No,No,Yes,No
2107588,4,8.0,0,0,1,3,0,4,9,10,0,No,0,0.96,0.96,0,No,No,No,Yes,No
2135316,13,12.0,3,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No
2193492,0,8.0,0,14,23,23,0,0,0,0,0,No,0,0.66,0.63,0,No,No,Yes,Yes,No
1181432,7,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,No,No,No
1492758,0,2.0,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No
2147774,99,8.0,0,0,0,0,0,0,0,0,0,No,0,0.93,0.87,0,No,No,No,Yes,No
3262402,27,8.0,0,0,0,0,5,14,19,29,0,No,0,1.0,0.98,0,No,No,No,Yes,No
1569119,8,10.0,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No
1966383,139,8.0,230,572,1040,1724,143,702,1137,1459,183,No,0,0.45,0.45,22,Yes,No,No,Yes,No
1802253,453,2.0,262,840,1632,2448,247,802,1451,2144,239,No,0,0.83,0.9,0,No,No,No,Yes,No
3070253,5,2.0,40,0,40,80,16,65,106,144,0,No,0,0.91,0.94,0,Yes,No,No,Yes,No
2214506,180,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1577614,5,8.0,0,0,0,0,1,2,2,4,1,No,0,0.99,0.99,0,No,No,No,Yes,No
1653738,15,3.0,0,12,24,48,7,24,51,62,0,No,0,0.89,0.9,0,No,No,No,Yes,No
2072376,17,4.0,0,0,7,14,5,14,14,23,5,No,0,0.79,0.66,0,No,No,No,Yes,No
2277405,3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.7,0,No,No,No,Yes,No
2872672,0,8.0,0,0,0,0,2,5,10,13,4,No,0,0.96,0.95,0,Yes,No,No,Yes,No
1888130,144,8.0,31,0,66,132,13,47,135,205,20,No,0,1.0,0.98,0,No,No,No,Yes,No
1750042,19,8.0,0,0,0,0,0,0,5,6,0,No,0,0.97,0.98,0,No,No,No,Yes,No
2880844,5,9.0,0,0,0,0,0,0,0,1,0,No,0,0.99,0.99,0,No,No,No,Yes,No
1592861,156,52.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.77,0,Yes,No,No,Yes,No
2952447,70,2.0,50,0,0,0,0,10,30,59,0,No,0,1.0,0.85,0,No,No,No,Yes,No
1885594,418,2.0,10,100,300,400,49,159,390,587,85,No,0,0.96,0.96,0,No,No,No,Yes,No
1874487,45,4.0,0,0,0,0,0,5,5,5,0,No,0,0.73,0.78,0,No,No,No,Yes,No
2106543,0,2.0,0,6,26,26,0,0,0,0,1,No,0,0.95,0.97,0,No,No,No,Yes,No
3150301,11,4.0,0,0,0,0,0,0,0,5,1,No,0,0.91,0.84,0,No,No,No,Yes,No
2041229,27,4.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.97,0,No,No,No,Yes,No
3089023,173,16.0,18,9,9,98,39,137,256,348,46,No,0,0.83,0.83,0,No,No,No,Yes,No
2243447,20,8.0,0,0,20,30,3,17,38,56,0,No,0,0.87,0.89,0,No,No,No,Yes,No
1741629,905,12.0,0,0,0,0,3,17,39,59,4,No,0,0.33,0.57,0,No,No,No,Yes,No
1542942,4,8.0,0,6,12,18,5,17,24,29,2,No,0,0.57,0.74,0,No,No,No,Yes,No
1426206,3,8.0,0,8,12,16,0,2,8,12,0,No,0,0.8,0.82,0,No,No,No,Yes,No
1292497,3,8.0,0,0,0,1,1,2,5,5,1,No,0,0.6,0.54,0,No,No,Yes,Yes,No
1541643,1026,2.0,0,0,0,0,2,58,62,68,0,No,0,0.96,0.98,0,No,No,Yes,Yes,No
1192795,21,2.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.99,0,No,No,No,Yes,No
3251021,88,8.0,6,0,75,100,13,32,111,187,34,No,0,0.78,0.8,3,No,No,No,Yes,No
1625841,0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No
3275209,2,16.0,0,0,0,0,0,0,0,0,2,No,0,0.31,0.4,0,No,No,No,Yes,No
2050623,0,8.0,1,1,2,3,2,3,4,5,1,No,0,0.92,0.95,0,No,No,No,Yes,No
2020218,7,8.0,0,0,0,0,0,0,0,1,0,No,0,0.99,0.98,0,No,No,No,Yes,No
2096823,50,4.0,0,0,20,30,0,17,35,53,0,No,0,0.73,0.78,0,No,No,No,Yes,No
1702625,444,,0,0,0,0,2,4,4,6,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No
1953310,400,2.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.55,0,Yes,No,No,Yes,No
1806749,1,12.0,0,0,0,0,1,1,1,2,0,No,0,0.74,0.74,0,No,No,No,Yes,No
1148566,1,8.0,0,1,1,2,0,1,1,1,0,No,0,0.78,0.82,0,No,No,No,Yes,No
2992618,69,3.0,23,133,239,341,43,139,216,312,36,No,0,1.0,1.0,0,No,No,No,Yes,No
1676645,0,2.0,0,233,313,313,0,0,0,0,16,No,0,0.44,0.62,0,No,No,No,Yes,No
1773199,6,8.0,3,71,103,134,25,61,95,138,20,No,0,0.99,0.86,0,No,No,No,Yes,No
3050863,16,,0,0,0,0,1,8,12,23,3,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No
3084646,2,8.0,0,0,0,5,1,2,2,3,1,No,0,0.94,0.96,0,No,No,No,Yes,No
1279049,9,9.0,0,0,0,1,2,4,6,7,1,No,0,0.99,0.98,0,No,No,No,Yes,No
1827338,32,52.0,0,0,0,0,0,0,2,4,2,No,0,0.5,0.83,0,Yes,No,No,Yes,No
1683924,150,2.0,0,0,0,36,9,25,46,63,3,No,0,0.06,0.17,0,Yes,No,Yes,Yes,No
